,GAME,DATE,AGE,TEAM,OPP,RESULT,MP,FG,FGA,FGP,THREE,THREEATT,THREEP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,GAME_SCORE,MINUS_PLUS
675,49,2012-03-30,27.091,MIA,TOR,W,38.31,11,18,0.611,0,2,0.0,4,6,0.667,1,3,4,9,1,0,3,26,22.9,9
676,50,2012-04-01,27.093,MIA,BOS,L,34.37,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,23,13.3,-30
677,51,2012-04-03,27.095,MIA,PHI,W,38.04,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,41,33.8,12
678,52,2012-04-04,27.096,MIA,OKC,W,41.3,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,34,34.6,20
679,53,2012-04-06,27.098,MIA,MEM,L,37.38,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,21,16.3,-6
680,54,2012-04-08,27.1,MIA,DET,W,32.15,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,26,16.9,10
681,55,2012-04-10,27.102,MIA,BOS,L,40.51,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,36,31.4,-6
682,56,2012-04-12,27.104,MIA,CHI,L,47.18,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,30,19.8,-1
683,57,2012-04-13,27.105,MIA,CHA,W,28.44,7,16,0.438,0,1,0.0,5,7,0.714,1,8,9,5,2,1,2,19,16.7,18
684,58,2012-04-15,27.107,MIA,NYK,W,40.15,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,29,15.7,18
685,59,2012-04-16,27.108,MIA,NJN,W,35.12,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,37,32.7,-4
686,60,2012-04-18,27.11,MIA,TOR,W,30.12,12,15,0.8,1,1,1.0,3,4,0.75,0,5,5,4,2,0,5,28,23.2,20
687,61,2012-04-19,27.111,MIA,CHI,W,35.2,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,27,22.8,11
688,62,2012-04-22,27.114,MIA,HOU,W,35.52,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,32,24.6,12
689,1,2012-10-30,27.305,MIA,BOS,W,28.52,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,26,25.1,12
690,2,2012-11-02,27.308,MIA,NYK,L,36.41,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,23,16.5,-21
691,3,2012-11-03,27.309,MIA,DEN,W,39.12,8,17,0.471,0,1,0.0,4,4,1.0,1,8,9,11,0,2,0,20,22.7,7
692,4,2012-11-05,27.311,MIA,PHO,W,30.11,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,23,15.7,25
693,5,2012-11-07,27.313,MIA,BRK,W,29.59,7,12,0.583,2,3,0.667,4,4,1.0,4,8,12,8,1,0,2,20,23.8,18
694,6,2012-11-09,27.315,MIA,ATL,W,35.4,10,17,0.588,0,2,0.0,1,3,0.333,2,9,11,9,1,0,2,21,20.9,0
695,7,2012-11-11,27.317,MIA,MEM,L,35.43,10,19,0.526,0,1,0.0,0,4,0.0,3,7,10,6,2,1,2,20,17.4,-18
696,8,2012-11-12,27.318,MIA,HOU,W,39.55,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,38,31.4,8
697,9,2012-11-14,27.32,MIA,LAC,L,41.13,12,23,0.522,0,3,0.0,6,9,0.667,0,5,5,7,1,2,4,30,21.1,-15
698,10,2012-11-15,27.321,MIA,DEN,W,41.57,11,23,0.478,0,1,0.0,5,6,0.833,1,6,7,12,1,3,4,27,24.9,9
699,11,2012-11-17,27.323,MIA,PHO,W,40.43,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,21,13.8,20
700,12,2012-11-21,27.327,MIA,MIL,W,42.32,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,28,25.0,5
701,13,2012-11-24,27.33,MIA,CLE,W,39.58,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,30,20.6,7
702,14,2012-11-29,27.335,MIA,SAS,W,39.06,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,23,22.2,-1
703,15,2012-12-01,27.337,MIA,BRK,W,36.57,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,21,18.0,14
704,16,2012-12-04,27.34,MIA,WAS,L,42.53,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,26,26.6,-3
705,17,2012-12-06,27.342,MIA,NYK,L,38.35,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,31,31.3,-17
706,18,2012-12-08,27.344,MIA,NOH,W,35.55,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,24,20.8,10
707,19,2012-12-10,27.346,MIA,ATL,W,40.21,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,27,25.1,12
708,20,2012-12-12,27.348,MIA,GSW,L,42.21,12,23,0.522,2,4,0.5,5,5,1.0,1,2,3,5,1,0,4,31,21.5,-3
709,21,2012-12-15,27.351,MIA,WAS,W,30.33,8,15,0.533,0,3,0.0,7,11,0.636,0,10,10,5,1,0,2,23,19.6,36
710,22,2012-12-18,27.354,MIA,MIN,W,41.59,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,22,25.5,12
711,23,2012-12-20,27.356,MIA,DAL,W,30.55,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,24,21.0,25
712,24,2012-12-22,27.358,MIA,UTA,W,37.3,11,20,0.55,1,1,1.0,7,10,0.7,1,8,9,7,0,0,4,30,23.2,14
713,25,2012-12-25,27.361,MIA,OKC,W,41.52,12,20,0.6,0,3,0.0,5,5,1.0,3,5,8,9,2,1,3,29,28.2,13
714,26,2012-12-26,27.362,MIA,CHA,W,38.35,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,27,28.9,12
715,27,2012-12-28,27.364,MIA,DET,L,44.19,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,35,34.2,-2
716,28,2012-12-29,27.365,MIA,MIL,L,36.29,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,26,18.6,-8
717,29,2012-12-31,28.001,MIA,ORL,W,47.53,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,36,31.9,4
718,30,2013-01-02,28.003,MIA,DAL,W,42.01,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,32,31.6,12
719,31,2013-01-04,28.005,MIA,CHI,L,41.05,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,30,23.6,-18
720,32,2013-01-06,28.007,MIA,WAS,W,34.57,9,17,0.529,2,3,0.667,4,4,1.0,1,1,2,7,0,1,1,24,21.3,26
721,33,2013-01-08,28.009,MIA,IND,L,42.36,10,20,0.5,1,1,1.0,1,4,0.25,3,7,10,4,1,2,7,22,12.4,-5
722,34,2013-01-10,28.011,MIA,POR,L,42.39,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,15,11.8,-9
723,35,2013-01-12,28.013,MIA,SAC,W,29.08,7,10,0.7,0,1,0.0,6,7,0.857,1,4,5,7,5,2,1,20,27.6,28
724,36,2013-01-14,28.015,MIA,UTA,L,43.41,13,19,0.684,2,4,0.5,4,4,1.0,1,3,4,6,3,2,3,32,29.1,1
725,37,2013-01-16,28.017,MIA,GSW,W,30.32,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,25,23.7,33
726,38,2013-01-17,28.018,MIA,LAL,W,42.04,17,25,0.68,1,2,0.5,4,4,1.0,0,7,7,8,3,1,2,39,36.9,13
727,39,2013-01-23,28.024,MIA,TOR,W,44.5,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,31,27.0,9
728,40,2013-01-25,28.026,MIA,DET,W,33.01,9,14,0.643,0,1,0.0,5,6,0.833,1,6,7,7,1,0,2,23,22.8,22
729,41,2013-01-27,28.028,MIA,BOS,L,51.56,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,34,27.9,-2
730,42,2013-01-30,28.031,MIA,BRK,W,34.17,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,24,19.8,22
731,43,2013-02-01,28.033,MIA,IND,L,41.58,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,28,20.3,-9
732,44,2013-02-03,28.035,MIA,TOR,W,39.44,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,30,27.9,29
733,45,2013-02-04,28.036,MIA,CHA,W,38.0,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,31,30.6,8
734,46,2013-02-06,28.038,MIA,HOU,W,36.37,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,32,24.9,4
735,47,2013-02-08,28.04,MIA,LAC,W,30.59,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,30,26.0,21
736,48,2013-02-10,28.042,MIA,LAL,W,36.15,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,32,26.5,7
737,49,2013-02-12,28.044,MIA,POR,W,38.45,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,30,35.0,21
738,50,2013-02-14,28.046,MIA,OKC,W,40.02,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,39,33.5,15
739,51,2013-02-20,28.052,MIA,ATL,W,39.31,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,24,27.4,16
740,52,2013-02-21,28.053,MIA,CHI,W,34.29,11,15,0.733,1,4,0.25,3,3,1.0,1,11,12,7,2,0,4,26,26.0,6
741,53,2013-02-23,28.055,MIA,PHI,W,31.3,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,16,20.7,14
742,54,2013-02-24,28.056,MIA,CLE,W,38.51,10,19,0.526,0,1,0.0,8,11,0.727,2,1,3,8,1,0,2,28,23.8,6
743,55,2013-02-26,28.058,MIA,SAC,W,47.45,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,40,44.2,11
744,56,2013-03-01,28.061,MIA,MEM,W,42.06,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,18,19.3,-1
745,57,2013-03-03,28.063,MIA,NYK,W,42.5,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,29,27.2,9
746,58,2013-03-04,28.064,MIA,MIN,W,34.53,9,16,0.563,1,4,0.25,1,1,1.0,1,9,10,4,3,2,7,20,14.8,10
747,59,2013-03-06,28.066,MIA,ORL,W,38.13,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,26,19.6,8
748,60,2013-03-08,28.068,MIA,PHI,W,34.14,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,25,22.6,19
749,61,2013-03-10,28.07,MIA,IND,W,36.21,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,13,11.6,23
750,62,2013-03-12,28.072,MIA,ATL,W,30.07,3,11,0.273,0,2,0.0,9,12,0.75,3,4,7,7,2,0,4,15,13.1,21
751,63,2013-03-13,28.073,MIA,PHI,W,37.14,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,27,22.9,7
752,64,2013-03-15,28.075,MIA,MIL,W,38.14,12,24,0.5,0,2,0.0,4,5,0.8,1,9,10,7,0,1,2,28,22.2,5
753,65,2013-03-17,28.077,MIA,TOR,W,33.5,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,22,23.0,10
754,66,2013-03-18,28.078,MIA,BOS,W,42.15,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,37,30.4,13
755,67,2013-03-20,28.08,MIA,CLE,W,42.19,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,25,25.4,1
756,68,2013-03-22,28.082,MIA,DET,W,39.53,12,15,0.8,1,1,1.0,4,6,0.667,1,7,8,8,2,1,3,29,30.2,14
757,69,2013-03-24,28.084,MIA,CHA,W,34.1,11,14,0.786,0,1,0.0,10,11,0.909,0,8,8,10,3,3,4,32,36.7,22
758,70,2013-03-25,28.085,MIA,ORL,W,38.45,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,24,22.8,25
759,71,2013-03-27,28.087,MIA,CHI,L,39.56,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,32,27.9,2
760,72,2013-03-29,28.089,MIA,NOH,W,32.13,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,36,30.8,19
761,73,2013-04-06,28.097,MIA,PHI,W,29.42,12,17,0.706,1,2,0.5,2,2,1.0,0,4,4,5,1,0,1,27,24.2,22
762,74,2013-04-09,28.1,MIA,MIL,W,30.04,11,16,0.688,0,1,0.0,6,6,1.0,1,6,7,7,2,1,3,28,28.3,21
763,75,2013-04-12,28.103,MIA,BOS,W,28.51,8,10,0.8,0,0,,4,4,1.0,1,5,6,9,0,0,1,20,23.3,6
764,76,2013-04-14,28.105,MIA,CHI,W,34.51,7,12,0.583,1,1,1.0,9,12,0.75,0,7,7,6,1,0,3,24,20.7,8
765,1,2013-10-29,28.303,MIA,CHI,W,38.01,5,11,0.455,0,1,0.0,7,9,0.778,0,6,6,8,1,0,2,17,16.9,8
766,2,2013-10-30,28.304,MIA,PHI,L,36.38,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,25,21.4,-8
767,3,2013-11-01,28.306,MIA,BRK,L,42.14,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,26,19.9,-3
768,4,2013-11-03,28.308,MIA,WAS,W,34.41,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,25,17.0,16
769,5,2013-11-05,28.31,MIA,TOR,W,36.01,13,20,0.65,1,3,0.333,8,8,1.0,2,6,8,8,0,1,1,35,33.9,3
770,6,2013-11-07,28.312,MIA,LAC,W,37.09,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,18,10.8,-1
771,7,2013-11-09,28.314,MIA,BOS,L,36.32,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,25,23.1,5
772,8,2013-11-12,28.317,MIA,MIL,W,29.58,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,33,21.6,14
773,9,2013-11-15,28.32,MIA,DAL,W,36.58,14,18,0.778,1,1,1.0,10,11,0.909,0,6,6,4,1,0,6,39,31.2,0
774,10,2013-11-16,28.321,MIA,CHA,W,31.55,13,18,0.722,0,0,,4,4,1.0,1,3,4,7,1,1,3,30,27.4,7
775,11,2013-11-19,28.324,MIA,ATL,W,30.42,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,13,9.6,14
776,12,2013-11-20,28.325,MIA,ORL,W,29.05,5,11,0.455,0,2,0.0,11,11,1.0,1,5,6,7,1,1,4,21,20.1,23
777,13,2013-11-23,28.328,MIA,ORL,W,37.35,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,22,22.5,7
778,14,2013-11-25,28.33,MIA,PHO,W,33.21,11,14,0.786,2,4,0.5,11,11,1.0,0,5,5,4,1,1,4,35,31.6,1
779,15,2013-11-27,28.332,MIA,CLE,W,37.06,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,28,26.3,0
780,16,2013-11-29,28.334,MIA,TOR,W,36.27,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,27,20.5,3
781,17,2013-12-01,28.336,MIA,CHA,W,38.16,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,26,22.7,-4
782,18,2013-12-03,28.338,MIA,DET,L,36.58,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,23,17.3,-6
783,19,2013-12-05,28.34,MIA,CHI,L,33.18,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,21,15.2,-21
784,20,2013-12-07,28.342,MIA,MIN,W,30.34,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,21,20.6,9
785,21,2013-12-08,28.343,MIA,DET,W,35.01,10,15,0.667,0,2,0.0,4,5,0.8,1,6,7,9,2,0,6,24,21.1,18
786,22,2013-12-10,28.345,MIA,IND,L,38.32,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,17,12.0,-2
787,23,2013-12-14,28.349,MIA,CLE,W,40.37,9,12,0.75,0,2,0.0,7,10,0.7,2,7,9,9,4,0,2,25,30.0,6
788,24,2013-12-16,28.351,MIA,UTA,W,33.49,13,17,0.765,0,1,0.0,4,5,0.8,1,8,9,9,1,0,3,30,29.9,24
789,25,2013-12-18,28.353,MIA,IND,W,36.14,8,14,0.571,1,3,0.333,7,7,1.0,0,9,9,7,3,0,3,24,23.8,16
790,26,2013-12-20,28.355,MIA,SAC,W,30.4,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,18,21.6,14
791,27,2013-12-23,28.358,MIA,ATL,W,45.38,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,38,32.6,-4
792,28,2013-12-25,28.36,MIA,LAL,W,35.48,7,14,0.5,0,4,0.0,5,9,0.556,0,8,8,4,0,0,2,19,12.8,0
793,29,2013-12-27,28.362,MIA,SAC,L,43.43,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,33,26.1,-10
794,30,2013-12-30,29.0,MIA,DEN,W,39.44,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,26,23.4,4
795,31,2014-01-02,29.003,MIA,GSW,L,39.34,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,26,15.3,-11
796,32,2014-01-04,29.005,MIA,ORL,W,35.55,5,13,0.385,0,1,0.0,5,8,0.625,1,7,8,8,1,0,3,15,12.7,17
797,33,2014-01-05,29.006,MIA,TOR,W,37.47,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,30,26.5,1
798,34,2014-01-07,29.008,MIA,NOP,W,35.15,13,22,0.591,3,6,0.5,3,3,1.0,1,2,3,5,2,0,3,32,25.2,19
799,35,2014-01-09,29.01,MIA,NYK,L,41.25,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,32,23.9,1
800,36,2014-01-10,29.011,MIA,BRK,L,49.22,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,36,25.7,-1
801,37,2014-01-15,29.016,MIA,WAS,L,41.04,8,18,0.444,0,4,0.0,9,10,0.9,2,6,8,7,2,0,4,25,20.9,-15
802,38,2014-01-17,29.018,MIA,PHI,W,36.31,7,13,0.538,0,1,0.0,7,8,0.875,1,7,8,10,2,1,3,21,22.6,17
803,39,2014-01-18,29.019,MIA,CHA,W,44.52,13,25,0.52,0,3,0.0,8,10,0.8,2,6,8,6,1,0,2,34,25.7,15
804,40,2014-01-20,29.021,MIA,ATL,L,38.43,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,30,21.9,0
805,41,2014-01-21,29.022,MIA,BOS,W,38.48,10,19,0.526,0,4,0.0,9,11,0.818,1,7,8,4,2,0,3,29,23.1,10
806,42,2014-01-23,29.024,MIA,LAL,W,37.18,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,27,22.2,4
807,43,2014-01-26,29.027,MIA,SAS,W,27.43,8,15,0.533,1,3,0.333,1,1,1.0,0,7,7,6,1,0,4,18,12.4,22
808,44,2014-01-29,29.03,MIA,OKC,L,42.1,12,20,0.6,1,5,0.2,9,9,1.0,1,2,3,3,0,0,3,34,24.8,-17
809,45,2014-02-01,29.033,MIA,NYK,W,39.06,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,30,29.1,14
810,46,2014-02-03,29.035,MIA,DET,W,38.19,9,19,0.474,0,3,0.0,6,8,0.75,1,7,8,11,2,2,1,24,26.0,6
811,47,2014-02-05,29.037,MIA,LAC,W,40.47,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,31,27.7,3
812,48,2014-02-08,29.04,MIA,UTA,L,39.21,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,13,4.5,0
813,49,2014-02-11,29.043,MIA,PHO,W,40.59,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,37,30.6,8
814,50,2014-02-12,29.044,MIA,GSW,W,42.16,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,36,32.4,-2
815,51,2014-02-18,29.05,MIA,DAL,W,38.28,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,42,37.4,19
816,52,2014-02-20,29.052,MIA,OKC,W,33.24,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,33,22.6,9
817,53,2014-02-27,29.059,MIA,NYK,W,36.38,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,31,25.1,21
818,54,2014-03-01,29.061,MIA,ORL,W,31.13,8,12,0.667,0,2,0.0,4,5,0.8,1,8,9,7,4,0,2,20,24.0,14
819,55,2014-03-03,29.063,MIA,CHA,W,41.12,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,61,48.8,16
820,56,2014-03-04,29.064,MIA,HOU,L,36.38,9,18,0.5,0,3,0.0,4,6,0.667,1,0,1,6,3,0,1,22,18.7,-15
821,57,2014-03-06,29.066,MIA,SAS,L,38.04,6,18,0.333,0,3,0.0,7,9,0.778,3,5,8,7,2,0,5,19,11.5,-10
822,58,2014-03-09,29.069,MIA,CHI,L,45.19,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,17,12.1,6
823,59,2014-03-10,29.07,MIA,WAS,W,36.45,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,23,23.8,16
824,60,2014-03-12,29.072,MIA,BRK,L,38.03,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,19,15.1,2
825,61,2014-03-14,29.074,MIA,DEN,L,39.5,8,17,0.471,0,4,0.0,5,7,0.714,0,6,6,6,1,0,4,21,13.3,-8
826,62,2014-03-16,29.076,MIA,HOU,W,42.52,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,24,16.4,11
827,63,2014-03-18,29.078,MIA,CLE,W,41.4,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,43,42.0,11
828,64,2014-03-21,29.081,MIA,MEM,W,38.01,7,14,0.5,0,2,0.0,1,2,0.5,1,5,6,7,2,1,3,15,14.4,4
829,65,2014-03-22,29.082,MIA,NOP,L,41.59,10,18,0.556,2,4,0.5,3,3,1.0,1,7,8,9,0,1,3,25,22.8,-6
830,66,2014-03-24,29.084,MIA,POR,W,38.22,13,23,0.565,0,1,0.0,6,9,0.667,4,2,6,5,4,0,5,32,25.0,4
831,67,2014-03-26,29.086,MIA,IND,L,43.24,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,38,27.4,2
832,68,2014-03-28,29.088,MIA,DET,W,29.46,7,13,0.538,1,3,0.333,2,2,1.0,2,8,10,12,1,0,1,17,22.9,32
833,69,2014-03-29,29.089,MIA,MIL,W,30.03,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,13,7.1,19
834,70,2014-03-31,29.091,MIA,TOR,W,38.53,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,32,23.5,22
835,71,2014-04-02,29.093,MIA,MIL,W,29.21,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,17,16.7,18
836,72,2014-04-04,29.095,MIA,MIN,L,47.57,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,34,26.6,7
837,73,2014-04-06,29.097,MIA,NYK,W,42.47,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,38,28.3,2
838,74,2014-04-08,29.099,MIA,BRK,L,37.08,9,16,0.563,0,3,0.0,11,14,0.786,1,9,10,6,2,0,3,29,26.8,-2
839,75,2014-04-09,29.1,MIA,MEM,L,41.22,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,37,28.4,-8
840,76,2014-04-11,29.102,MIA,IND,W,34.52,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,36,28.2,13
841,77,2014-04-12,29.103,MIA,ATL,L,37.21,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,27,18.0,-13
842,1,2014-10-30,29.304,CLE,NYK,L,43.14,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,17,3.2,-13
843,2,2014-10-31,29.305,CLE,CHI,W,41.4,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,36,27.4,-3
844,3,2014-11-04,29.309,CLE,POR,L,34.56,4,12,0.333,2,4,0.5,1,1,1.0,1,6,7,7,1,0,3,11,8.8,-15
845,4,2014-11-05,29.31,CLE,UTA,L,42.02,8,18,0.444,3,5,0.6,12,12,1.0,0,3,3,4,3,0,4,31,23.5,3
846,5,2014-11-07,29.312,CLE,DEN,W,39.38,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,22,20.3,14
847,6,2014-11-10,29.315,CLE,NOP,W,40.26,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,32,29.8,15
848,7,2014-11-14,29.319,CLE,BOS,W,40.51,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,41,29.5,10
849,8,2014-11-15,29.32,CLE,ATL,W,28.54,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,32,27.2,14
850,9,2014-11-17,29.322,CLE,DEN,L,40.34,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,22,14.6,-13
851,10,2014-11-19,29.324,CLE,SAS,L,34.06,6,17,0.353,2,3,0.667,1,1,1.0,3,3,6,9,1,1,5,15,10.3,-3
852,11,2014-11-21,29.326,CLE,WAS,L,39.02,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,22,13.2,-13
853,12,2014-11-22,29.327,CLE,TOR,L,37.17,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,15,11.8,-8
854,13,2014-11-24,29.329,CLE,ORL,W,31.0,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,29,31.2,19
855,14,2014-11-26,29.331,CLE,WAS,W,36.05,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,29,27.6,24
856,15,2014-11-29,29.334,CLE,IND,W,31.44,9,18,0.5,0,1,0.0,1,2,0.5,0,2,2,7,1,0,3,19,12.7,14
857,16,2014-12-02,29.337,CLE,MIL,W,41.05,6,15,0.4,0,4,0.0,14,21,0.667,1,4,5,10,0,0,7,26,16.6,15
858,17,2014-12-04,29.339,CLE,NYK,W,39.31,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,19,16.2,12
859,18,2014-12-05,29.34,CLE,TOR,W,42.27,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,24,24.3,11
